StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Intro,"Age1 ",Age2cope,Class1,Class2cope,RaceEthnicity1,RaceEthnicity2cope,religion1,religion2cope,Disability1,Disability2cope,Neurodiversity1,Neurodiversity2cope,Gender1,Gender2cope,LGBTQIA+1,LGBTQIA+2cope,Pronouns1,Pronouns1_5_TEXT,Pronouns2experience,Pronouns3feel,"IdentityAffinity ","IdentityMore "
2024-03-06 19:05:04,2024-03-06 19:31:18,IP Address,100,1573,True,2024-03-06 19:31:18,R_1IXfqx43NNicWSW,email,EN,"I agree, begin the research survey","Gen Z - 22 years old ","I haven’t personally experienced ageism as I am just entering the work force outside of school but I have seen my parents experience ageism in being fired and has been unable to find a job due to his age. What I’ve seen him experience was met with coping mechanisms of finding odd jobs and trying to stay positive despite being disheartened. For him, he chooses to keep trying to apply to places and uses whatever opportunities he can to continue to stay positive. ","Middle class ","While I identify as middle class, I am not as financially privileged as others in my community. Therefore I have a tendency to find designer and or expensive brands at discounted stores or knock off pieces to compensate for what I miss. For me these are luxury items but I use them as ways to keep up with my peers. ","White ","I have not encountered much or any racism in my life but I know from peers that this can be a daily occurrence. I can proudly say that my friends who have been in instances of racism have met it with confidence and find a way to ignore the negativity and be happy with who they are. ","Catholic ","I personally have not been met with any religious discrimination and am not a super religious person. With that, I don’t really know of anyone in my life that has experienced religious discrimination so I can’t speak much on this. ","I have a lot of allergies but not any particular disability.  ","My sister has a bone condition and has been met with backlash and mocking regarding how small and weak she is. With this, she has become accustomed to ignoring these comments and laughing them off. Additionally she looks younger than she is which she meets with frustration but shakes off easily as best she can. ","I have had battles with mental health and have diagnosed depression, anxiety and OCD. ","For me, I take daily anti depressants to compare negative symptoms and attend weekly talk therapy. In addition to this I find it hard to be open about my mental health so I have mostly found coping in laughter and making jokes to downplay how I truly feel. ","I identify as a female (she/her/hers). ","I have experienced the typical female jokes about weakness and emotional vulnerability but I meet this with no acknowledgement to not give people the satisfaction. ","I identify as an ally for the LGBTQIA+ community. ","I myself have no encountered discrimination in this area but know of family members and friends that have. My cousin identities as gay and had a very difficult time telling his extremely catholic family. In his hesitance I tried my best to be respectful and be someone he could rely on to listen and be support. ",she/her/hers,,"My pronouns are usually accepted with no issue and no backlash. ","I use it as a way to make others feel safe and feel as though they can express themselves. ","I find connection with people in general. I try my best to be accepting and understanding to all and give everyone a chance. I try to not make judgements especially since I know the repercussions. ","I just think people need to be nice and accepting. That’s truly the bottom line. If someone is brave enough to express who they are all that we should say is ok and accept them. Our identity is just that it is ours so we need to create a safe place for people to be confident in themselves. "
2024-03-06 19:16:29,2024-03-06 19:32:44,IP Address,100,975,True,2024-03-06 19:32:44,R_1OZvH5RDZSCBZWR,email,EN,"I agree, begin the research survey","Gen Z, I am 18","People often don't like to take younger people seriously in a lot of setting because we  ""dont know everything"". Often times when that happens I choose not to waste my time in trying to convince them of what I am saying. Hiding tattoos and piercing is also something I think many younger people will do when in presence of an older generation. I had pink in my hair for a while, and whenever I would deal with older clients at work I would tuck it away since I didnt feel like dealing with them asking me about it. I also had a nose ring for a while and I got the comment ""Your too pretty to have that thing in your face"" many times, mostly from the older generation. Honestly I think ignoring it and knowing your own self worth is the most helpful to me. People thinking im not old enough, or mature enough doesn't define my value as a person.",Middle Class,"I live in a very middle class family. I normally interact with middle class people as well, so I don't really see classism that often. Many of the people I associate really don't ask or care about class, so I have no comment for this question!",White,"I am white, and I grew up in a predominantly white neighborhood, so there were few ethnically and racially diverse people around me. However, I know that at school those who weren't white had to deal with a lot of comments that where very insensitive. I personally didn't deal with this, but I had a few friends who did, and they all pretty much just tried to explain why the comment was insensitive. ",I am agnostic,"Being at DePaul I feel like I am sometimes expected to be religious. I honestly just try not to talk about religion because some people who are very religious don't enjoy the fact that I am agnostic. I personally think religion is something that is very cool, and I highly respect those who do believe, but I don't love talking about it because I don't want to be told that Im 'going to hell' for not believing in any god.  ","I am not disabled ",,"ADHD, Anxiety","I am very much a victim of not expressing my needs, and acting as if things don't bother me. I find that sitting down and taking a second to breathe and collect myself helps me a lot.",Female,"We live in a society that is mostly run by men, and in a country that is made for men. Although this has been getting better it is still not where it should be. Women are constantly being told that they are not good enough, no matter what is done. My best coping mechanism for misogyny is not allowing men to treat women, including me, like they aren't worth love, respect and kindness. ","I do not connect with LGBTIA+ myself, however I do consider myself an Ally to the LGBTQIA+ community",Being understanding to those who are different than you is so important!,she/her/hers,,"I love it when I am asked to share my pronouns! I have my pronouns on my social media. I normally don't introduce myself with my pronouns, but I think that is something I will start doing so I can be respectful of everyone elses pronouns in person. ",I love it! I think everybody should have the respect of being called by pronouns that they identify with. If I ever use the wrong pronoun and get corrected- I love that too! I always apologize and use the correct pronoun for the said person.,,
2024-03-06 19:34:24,2024-03-06 19:41:46,IP Address,100,442,True,2024-03-06 19:41:47,R_1dAptg1xTQ21Nhm,email,EN,"I agree, begin the research survey","Gen Z, age 19",I have yet to see unjust discrimination,Lower class,"Dress nice, get a job, but im not afraid to admit ny family's financial status.",Filipino-Wasian,"I'm white passing enough usually, but there have been occasions where I'be caught looks",,,,,Undiagnosed ADHD at the very least,"Haven't seen discrimination, just teaching environments that don't suit my needs. Do know some folks who had their 403 plan ignored.",Cis male,"I have forgotten those instances in academia, but socially I've noticed mostly men displaying gender prejudice against women. I have also seen misgendering on purpose, but not at TTS.",Pan,I usually keep a dont ask dont tell unless I trust them.,he/him/his,,"I'm cis, no difficulties","It doesn't bother me, I'm cis so it isnt my struggle","The gym, theatre (specifically with the technicians), and group chats",
2024-03-06 19:28:12,2024-03-06 19:42:31,IP Address,100,858,True,2024-03-06 19:42:31,R_7RVniyuMLnc824x,email,EN,"I agree, begin the research survey","I am Gen X. I am 22. ","I primarily work around those who are much older than me. The ageism that I experience is primarily sexual harassment from older men. I handle this by removing myself from certain situations. ",Upper-middle class,"I thought I was upper-middle class until I went to college and gained more perspective and realized other people had so much more money than I previously thought. I cope with this by turning down invitations to events and trips that I cannot afford. ","I am white and hispanic. ","I don't face any racism personally. I have a very white name and look very white. ","I grew up in a Catholic community. ","I don't experience any discrimination because of my religion. I try to push back against people when I hear others saying discriminatory or stereotypical things about people of other religious backgrounds. ","I am not disabled. ","I am not disabled, but my mom is. I have seen how this makes her stressed in the workplace. I am not sure what her coping mechanisms are. ","In high school the academic advisor wanted me to be tested for ADHD, but I never got tested. ","I have seen neurodivergent friends cope by taking advantage of resources from the school, such as exceptions for extra time on tests and extensions on assignments. ","I am a woman. ","When I face gender discrimination I try to take a step back and withdraw myself from the situation. ","I am bisexual. ","Because I have dated men and women I know how it feels to be treated in both circumstances. I am rarely bothered by anyone's negative perceptive of my sexuality. I have a thick skin in this regard. ",she/her/hers,,"I share my pronouns on Instagram. I have never had anyone comment on this. ","It feels kinda awkward in person, and less so online. ",I felt a lot of belonging at my undergraduate university. I attended St. Edward's University for my undergraduate degree (I am now getting my masters at DePaul) and I felt like the community shared many of my identities and that I fit in and belonged.,"I think that the experience of dating a woman made me reflect the most on my own feminity. It gave me the space to feel free to preform gender exactly how I wanted to and be supported. "
2024-03-06 19:27:07,2024-03-06 19:44:24,IP Address,100,1036,True,2024-03-06 19:44:24,R_66jmZcEc9Dugudz,email,EN,"I agree, begin the research survey","Millennial, 37",Hiding my age by not referencing age-related details,Raised upper-middle; now middle class living in a mixed-class neighborhood,"Originally embarrassed about upbringing; avoided conversations that indicated class status. Was also raised in mostly white community, of which I also avoided talking about in my early adult life",White,N/a,N/a,,"Chronically ill, arthritic autoimmune disorder","I sometimes avoid sharing this aspect of my identity as it is invisible. I identify as able-bodied, even though I have a debilitating disorder that can flare without warning. I’d prefer to be seen as capable, healthy, strong. ",N/a,,"I am a cis woman, and I use she/her pronouns","Appearing put together, capable, strong, and shy away from being “overly emotional” in professional settings. Avoid all-male groups/committees ",Queer,"Early on in my queerness, I hid my identity from co-workers, acquaintances, etc. I now am very outspoken about my same-sex marriage and family ",she/her/hers,,"Many classes have streamlined the expectations of sharing pronouns. I’ve experienced stereotypical cis men expressing exasperation or confusion in the process, even after the facilitator describes/explains. Overall happy to see it more common, would like to see it all over the university","Relieved, comfortable, welcoming, invitational ",Politically leftist/democratic socialist; parent of small children; queer communities,"While conversations about identity politics are so helpful, I generally find they leave me feeling a sense of powerlessness in the binaries emphasized. Critical theory can only take us so far. I want to use identity and transcend it at the same time, to get to the threads of human experience that tie us together more than apart. "
2024-03-06 19:03:39,2024-03-06 19:45:30,IP Address,100,2511,True,2024-03-06 19:45:31,R_5ECjmsIpKtz64cF,email,EN,"I agree, begin the research survey","Gen Z, 18",I've witnessed ageism in some social situations where older girls are treated like they're invisible; I haven't used any personal coping mechanisms other than making an effort to respect everyone no matter their age.,Upper middle class,"I don't think it's possible for people of higher financial strata to experience classism, but I've definitely tried to avoid mentioning my parents' occupations and pretended to complain about being as broke as my friends to fit in so they wouldn't resent me for not sharing their struggle.",Singaporean American,"I experienced a lot of ethnicity based discrimination in elementary and middle school (getting called ""Ling Ling"" among other forms of more severe harassment from my classmates). I am very interested in Chinese and Singaporean culture now and learning my mother tongue, which I guess could be classified as a coping mechanism in response to those events and/or as a means of connecting with the culture I was ostracized for being a part of.",Taoist,"I haven't been privy to much religious discrimination in my life, but I do tend to hide my religious/philosophical beliefs when I'm around religious ideologues in order to better assimilate and respect their emotions.",Depression,I've witnessed ableism in the form of others bullying individuals with PCOS. No coping mechanisms apply as I am not affected.,"Schizoid, Depressive","I don't feel discriminated against for my mental deviancy but I do mask in social settings. It's not so much helpful for me as it is for others, but by mimicking neurotypicality I find myself being treated better at least even if it's at the cost of authenticity and comfort.",Female,It would be impossible to list all the instances of gender discrimination I've been at the receiving end of/witnessed others experience in the form of misogyny. I feel that that would be the same response from anyone aware of the concept born following the conceptions of agriculture and religion. I cope by supporting the other women in my life. I also unfortunately find it necessary to play into gendered social script in order to facilitate social interactions more smoothly. By acting less intelligent than I am and assuming less active roles in my life I'm met with less animosity than if I weren't to conform to the expectations our society has of women.,"Bisexual, on the asexual spectrum","I experienced some level of homophobia in middle school, but given the current western social climate and rise of queer theory following quarantine's immersion of many into the world of online discourse I no longer feel the pressure of discrimination for my sexual preference. There definitely is still the risk, albiet less pronounced, of losing one's sense of respectability in the eyes of more conservative leaning persons so I tend to stick to a policy of ""don't ask don't tell"" until I'm sure the other person being made aware of my tendencies won't result in a negative response of any kind. I wouldn't say I'm closeted, but I don't think it's necessary for everyone to know who I date.","she/her/hers,they/them/theirs",,I share pronouns if the other person asks.,"I feel that it's very performative, but the actual act of saying ""she/they"" doesn't affect me at all so I go along with it in order to not offend people. I honestly think the doubling down on restrictive gender norms is ridiculous and misogynist, at best. Usually the people asking for/using pronouns are either straight white Gen Z/Millenials who want to co-opt the now-""Cool"" gay identity or men who are more inclined to enjoy ""feminine"" things and think they need to redefine how we refer to an entire half of the population in order to embrace that. So I guess the connotations of the practice upset me, but not the practice itself.","I find belonging in music-based communities and with people who might be described as ""old souls"" or luddite. Some niche corners of social media offer opportunities to connect with like-minded people as well.","I think in the discussion of identity a new term might be necessary in order to accurately convey the experience of living as an ostracized minority. ""Identity"" implies choice, and as an LGBT woman of color I have no choice in the matter. Additionally, when describing who a person is, what communities they belong to, what communities they are oppressed by, I think it's important that the aspects of their personhood in question are addressed separately and critically."
2024-03-06 19:22:22,2024-03-06 19:49:13,IP Address,100,1610,True,2024-03-06 19:49:13,R_5F2wY5E3WQYifGI,email,EN,"I agree, begin the research survey",Generation Z. I’m 21 years old.,"I’ve witnessed ageism among old people when people make many comments whether in real life or online about their old age and how they perceive them as unable to do a lot of things or have fun. There’s this stereotype that the elderly is out of touch, less productive or conservatives with their own beliefs and way.","I consider myself more lower middle class. We’re not too comfortable but are able to afford necessities. ","For me, I experienced classism when entering middle school and noticing every girl in seventh and eighth grade wore clothes from Pink/Victoria Secret. It’s an expensive brand but if you didn’t wear it, you’d be perceived as poor. I coped with this by having my parents begin buying me clothes little by little in Pink so I could fit in.",I’m Latinx & white.,There’s been a lot of stereotypes and discrimination towards being a Mexican and i’ve experienced racism when other races would make jokes about Mexicans and their inability to be professional whether it’s in a career or in school. I coped with this by sticking to my education and trying to prove them wrong. I changed my behavior to focusing more on school and not advocating my race so people could be even more shocked if they were to ask and find out.,I’m not religious but i’m spiritual.,"I’ve witnessed a lot of discrimination and hate against Muslims. I’ve heard a lot of hate comments towards their style of religion and wearing of hijabs as well as viewing others give them dirty looks. I think to cope with this people should not be afraid to continue showing their faith in their religion as it’s part of their identity. ",Not disabled.,I’ve witnessed ableism when hearing people throughout my educative years in school constantly make fun of those with special needs and using offensive words aimed at them.,Yes I have social and generalized anxiety.,I’ve personally experienced neurodivergent discrimination when a teacher wouldn’t understand that I had a lot of anxiety and physically/mentally couldn’t go through skipping my presentation. I was forced to present although it wasn’t the best thing in the moment for me to do as I was having an anxiety attack beforehand. Ways i’ve coped is trying to mask as well as scripting what I should say.,Female,I’ve experienced discrimination in all aspects of my life. In school boys would think I wasn’t smart as them since i’m a girl or guys would think i’m too girly to participate in any activities they were doing. I’ve coped by just ignoring the stereotypes they may believe in and proving them wrong.,Heterosexual.,"I’ve experienced in High School people making fun people who were transgender and making fun of their gender and sexual orientation. ",she/her/hers,,It’s okay,"I think it helps others understand, be aware, and respect people’s pronouns and their preference. I think it’s a good thing.",I find belonging and connection really anywhere I go. I feel more safe with my friends by my side though.,I believe identity is something we should praise and respect without trying to enforce stereotypes or hate towards certain identities just because they’re different. Identity nowadays feels like something we can proudly demonstrate in society but with so much hate it makes it hard for some to fully show who they are.
2024-03-06 19:32:49,2024-03-06 19:49:50,IP Address,100,1021,True,2024-03-06 19:49:51,R_3JXABaX5C9AnSE9,email,EN,"I agree, begin the research survey","Millennial, 28","I don't often do much, but if I do I may try to act more mature. ","I  am currently middle class. I come from a working class household. ","I may attempt to purchase items that are within my means but is considered an “high priced” item (I .e. Gym shoes, purses, expensive perfume)",Black American,"I just stay to myself. ",Non Denominational,N/A,N/A,N/A,N/A,N/A,Female,n/a,Bisexual,Keeping my partner away from ucertain people,she/her/hers,,"Not a big deal ",No impact,"With my family and others who look like me. ",N/A
2024-03-06 19:48:50,2024-03-06 19:50:33,IP Address,100,102,True,2024-03-06 19:50:33,R_3FDqa2KLFn9bOmw,email,EN,"I agree, begin the research survey","Gen Z, 21",,Middle class,,"White ",,N/A,,,,,,"Female ",,,,she/her/hers,,,,,
2024-03-06 19:19:01,2024-03-06 19:52:58,IP Address,100,2037,True,2024-03-06 19:52:59,R_6gdWEoZxVZsUB2A,email,EN,"I agree, begin the research survey",Technically GenX but I identify more as a Xennial because I was born Nov of 79. I am 44 years old.,"I look a lot younger than I actually am so there have been instances where I had to dress and present myself in a more serious/ mature way in professional settings because otherwise, people don’t take me seriously. Most of my experience had to do with older people dismissing my inputs because I was younger.","My parents can be described as wealthy. I grew up in a very privileged household. But, I believe that wealth is theirs so I don’t consider myself in the same category. ","English was my first language and was smart shamed and class shamed for it, so I learned to code switch and speak English with a Filipino accent when needed to blend in. I also do not typically share about my lifestyle and keep to myself so that people won’t talk about me.","I am Asian (Filipino-Chinese). Filipino by virtue of birth, Chinese by virtue of ancestry. ","I never really experienced racism in the Philippines, but have experienced it here in the US. I don’t actively do anything about it because the few experiences I’ve had were mostly perpetuated by people with apparent mental health issues, so I don’t really feel the need to do anything to cope.",I am not religious and prefer to think of myself as spiritual. I grew up Roman Catholic but don’t agree with many of the concepts being pushed by this religion.,I don’t really talk about religion or spiritualism not because of religious discrimination but because I believe that my faith is mine alone and no one else’s business.,"I suffer from anxiety and while not considered a “disability”, I have a neurological condition that limits a lot of physically taxing activities.","I don’t really hide my issues because my health needs are important. So, if I need to disclose health concerns, I do so. However, I have learned to manage my condition and know my triggers and limits well.",I suffer from anxiety so I have learned to recognize triggers so I can avoid them.,"I have learned to recognize triggers and would take myself to a safer space if needed. ",I am female cisgender,"I try not to draw attention to myself when I am out in public because I have experienced gender-based sexual harassment. ",I do not identify with any of the LGBTQIA+ identities.,"I don’t have coping mechanisms for myself, but I do try to be an ally, so I have experienced overtly speaking for someone who was being discriminated against because of their gender identity.",she/her/hers,,"I just think that it is helpful in the current climate to share pronouns but I haven’t experienced anything different other than it being matter-of-fact. ",I appreciate it because it allows me to be aware and respectful of others’ preferences.,"I see myself as part of the “international” community because I am an international student and can relate to the experiences of foreign individuals here in the US. ","I think identity is deeply personal. It has both external (what we present to the world) and internal (how we truly are when we are alone) facets. I believe that social media has made the navigation of identity more complex because of the influence of opinions, stereotypes, and discrimination. At the end of the day, I believe that people just want to be accepted and loved for who they authentically are, so I personally try to practice kindness and compassion and work on my own awareness and understanding when I interact with others."
2024-03-06 19:03:11,2024-03-06 19:53:46,IP Address,100,3034,True,2024-03-06 19:53:46,R_5gUHtit4i0DVX66,email,EN,"I agree, begin the research survey","Gen Z, 21",,"I am considered middle class but I come from a single parent household with two children. I grew up in a wealthy neighborhood (Chicago northshore) however.
","I come from a wealthy neighborhood (Wilmette) even though I am not wealthy. I am also a woman of color. So I have made sure I perfect+enunciate my speech, dress classily at all times, that I carry myself in high regard at all times, and that I am seen as someone of standard. I started experiencing classism since middle school because people assumed that because I am a brown-skinned person of color, that I would be poor or uneducated. Because I live in the wealthy and most times racist Northshore, I experience classism pretty frequently and as I am getting older and being seen as older, the frequency of classism/racism I am experiencing is more often than not. Now I make sure to dress in brands that people around here dress in, when before I used to not. I also definitely will hide the fact that I am from a single parent household and I also don’t mention class or race that much, but I will mention things that “signify” my class, such as that I am going to study law or that I shop organic at Whole Foods. ","I am mixed. My mom is an immigrant from Libya but she is also half Syrian. My dad is from India. So I am half Arab half Indian- I generally say Libyan and Indian. Racially, I am considered half White half Asian. ","From the get-go, my mom named me an Italian name so that way I would not experience resume discrimination the way she and her family does (I still experience it though because of my ethnic surname). I also do not mention my religion (Islam) when speaking to people who aren’t seemingly of my religion. Even though I am in many high positions in many cultural organizations, I do not list them on my resume. I don’t wear colors that seem “ethnic” - deep reds, yellows, etc, and I opt for more “European” colors such as blues, white, black, gray, and pastel peaches and pinks. I used to straighten my hair for job interviews and work events but now I keep it curly. I definitely don’t mention my ethnicity, religion, or anything about international politics. I also always talk in a very midwestern American accent, and I American-ize words or country names even though I know how to say them correctly in their original language. Sometimes I’ll code switch and talk in a slight valley girl accent about trivial things such as celebrities or pop culture or shopping if I am with white people. If I am not with people who are of my ethnic group or religion, I become very conscious of my behavior. As someone who wants to be taken seriously and who wants to go into law school and law, I have to be aware of my behavior and how I come off. People are quick to label me aggressive, feisty, low-class, dumb, etc. There are more structures in place to keep women of color down than other groups. I try not to seem “ethnic.” When I am older and more established, I will go ahead and be my full self but right now I am just starting my career and I don’t want anything to get in the way. ","I follow Islam but more moderately. I generally don’t follow all of the daily rituals and customs that are supposed to be followed. However, I do hold Islam to be my religion and my belief system. ","I don’t mention that I’m Muslim unless the circumstance calls for it. My surname is very Muslim and telling but sometimes people don’t realize it’s a Muslim name and they hear my first name and think I am Christian or Jewish instead. I generally just don’t bring up my religion or am very hesitant to bring it up just because of all the many associated connotations. ",,,ADHD- hyperactive,"I have ADHD but I find it to be such a burden and differentiator. As someone who wants to be assimilated, I will never bring up my ADHD. It’s very rare that I do. I mask constantly, I do script as well. I’ve cut out all sugars (except plant sugars) from my diet because that exacerbates my ADHD. I become very hyper, talkative, and incredibly impulsive, especially when I am overstimulated and on sugar. I fully mask and it’s way easier to mask when I’m not on sugar. ",Woman,"I make sure that I am always on top of my game when it comes to politics, sports and other topics of daily conversation. I also wear glasses when I go to work or professional events so I can be taken more seriously. I also keep myself very educated and up to date on popular topics. I am someone who is very cheerful and energetic, but that can be seen as foolish, so I try to seem more serious, calm and reserved in most settings but especially professional settings. ",,,she/her/hers,,,"I find it a bit awkward but it doesn’t bother me. ","When I am with Muslims, I feel a sense of belonging. I am multi-ethnic so I don’t always feel like I am fully with Middle Easterners or fully with South Asians. But when I am in a group of Muslims, all of different ethnicities, I feel connected. Whenever I am in groups of all types of ethnicities, I feel like I belong, not just when I am with Muslims. ","In the US, race is a massive differentiator but I feel that class needs to be discussed more. As someone with immigrant parents, and lived the first half of my life in the South Side of Chicago, the second and greater half of my life in the Northshore, and who goes to DePaul where it’s a mix of all, I see that class and socioeconomic background affects everyone more than they realize it. I am not wealthy but I grew up in a wealthy area, so I have had the privilege of seeing and learning the subtle coding and language used to differentiate classes. I know the nuances and can act accordingly, but people of lower socioeconomic statuses don’t generally learn those nuances and that creates barriers to class mobility. "
2024-03-06 19:04:05,2024-03-06 19:59:44,IP Address,100,3338,True,2024-03-06 19:59:44,R_5WMFi9DJxWrGjWc,email,EN,"I agree, begin the research survey",I am Generation Z and am currently 18 years old.,"I think that changing language from the slang that is often found amongst the individuals of my generation (Gen. Z) to either ""older slang"" or no slang can reduce some of the ageism experienced in many situations especially professional settings. Presenting myself as older than I am in a professional setting (by changing the language I use, dressing in a specific professional [vs ""trendy""] manner, and behaving in a calm manner) seems to help to at least show maturity and have less of the negative effects of ageism as a Gen. Z individual attributed to me. ","I grew up with knowledge of what money and finances were, but I was shielded from some of the negative experiences my family has had with economic standings over the years. I grew up in what seemed fairly middle class for the area I was in.","I found that people would show off their wealth or lack thereof and this caused more issues regarding people in varying classes. To cope with classism, I think people would try to wear certain brands to symbol the desired status, or act as an individual they thought would act if they belonged to a certain economic class.","I am white/Caucasian, but I believe have a stronger ethnic background (due to my tie to my nationality) than a handful of individuals that identify the same way. ","I have hidden some of my ethnic identity to try to prevent discrimination based off of first impressions. I am not ashamed of my identity, nor my ethnic background, but I am aware of the importance of first impressions, and when political differences become prevalent regarding where my family comes from, sometimes it seems better to keep my ethnicity private for the time being.","I was baptized in a Russian Orthodox church, then when I was young I remember attending a Catholic church, but currently attend a nondenominational church with part of my family, and also grew up with an almost atheist father; I am not verry religious but have much exposure to a wide range of Christian faiths. ","I have witnessed all kinds of religious discrimination against all kinds of religions. I think one that I see the most often is discrimination against the Muslim population. Some of the coping mechanisms I have seen is not practicing some parts of religions, or ""downplaying"" one's faith.",,"I have witnessed some ableism in social settings, and a common coping mechanism I see is removing oneself or specifically choosing to be in a social situation that has others in the same situation, or that addresses whatever they are struggling with.",,"I have seen coping mechanisms that include avoiding certain situations, Changing or controlling the factors in the situation (or trying to), Trying to control those around oneself, and sometimes scheduling things in a manner to allow for or more likely not allow for certain activities.",I am a Woman.,"Personally, I have used mechanisms to make me seem slightly more masculine or feminine depending on the social situation I am in. Situations that I feel like I need to be more protective of myself (or other that may favor a man/masculine figure) push me to display more masculine behaviors. Other situations that may benefit from a more feminine behavior push me to display such behavior.",,I have witnessed individuals hold back the information that they give about being a part of the LGBTQIA+ community if they believe that it could lead to some unwanted prejudice or discrimination.,she/her/hers,,"Personally, I do not share them unprompted but that is just do to the fact that I am not thinking about it that often. If prompted I will share mine, and I do my best to understand and properly use the pronouns that others prefer for themselves.",I am most of the time indifferent to whether or not pronouns are shared.,"I have a lot of interests which place me in many different communities. I am often not as involved in the communities as those that are deeply involved in the communities, as I am often bouncing between groups.","I think that although identity is a complex idea that involves many different aspects of one individual, it plays an important role in one's life. It can explain behavior, preconceptions, and situations that people find themselves in. It is an idea that is constantly changing and can provide many insights into life all together and life on a minute-to-minute basis."
2024-03-06 19:49:01,2024-03-06 20:23:11,IP Address,100,2049,True,2024-03-06 20:23:11,R_6uE7mW2SX1sxPJ0,email,EN,"I agree, begin the research survey","Gen-Z, age 20",I changed some of the language I used around the person and tried to be as agreeable as I could so I didn’t trigger them into yelling at me or ranting about “my generation”.,I would say I’m lower class.,"I try to present myself the best I can while going out, especially by wearing my nicest clothes and shoes. ",I’m African American.,"People would often tell me that I “talked white” growing up. I just speak the way I feel comfortable now, but someone in my life would always try to force me to use words like y’all, finna, and other slang to get me to “act my race”, it really only made me avoid those words.",I describe myself as spiritual.,I definitely don’t tell others about certain practices and beliefs I have. I can only speak openly about it with my mom and my grandmother who have the same beliefs as me.,I have chronic illnesses.,"Sometimes doctors tell me that things are in my head, or they don’t take me seriously because I’m young and I look healthy. I’ve had to switch doctors, start a long log of all my symptoms (which I’ll start putting in a health binder soon), and look out for illnesses to bring to doctors instead of just letting them dismiss me. ",I have ADHD and a lot of mental health conditions.,"I definitely mask a lot, I mirror others a lot so they don’t see me as weird. It’s quite exhausting not being able to fully be myself but I’ve been trying to not mask more often now that I’m older. ",I’m a demigirl.,"I have a little pin on my backpack with flags for communities I’m a part of but if someone uses a gendered word that I’m not fond of or misgenders me, I don’t correct them just so they can see me as “normal”.",I’m bi and asexual.,"I just don’t talk about it. I already have so many other identities that people might label me as a “blue haired pronoun social justice warrior” or something, so I’m not open about these unless we’ve gotten close.",she/her/hers,,I don’t have any particular experiences. I present myself as feminine so I’ve never had any problems with people using my pronouns.,"It makes me feel okay, I’m pretty neutral.",I usually find belonging in online spaces.,"Doing this survey has made me realize what my identities look like on paper. I wonder what the person reading this will assume I look like and act like. "
2024-03-06 19:45:41,2024-03-06 20:25:59,IP Address,100,2417,True,2024-03-06 20:26:00,R_5v94XYD0wkn2dpy,email,EN,"I agree, begin the research survey",I belong to Gen Z. My current age is 21 years young.,"I think the best way to personally cope with ageism (from my own experience) is to seek out resources that are willing to support you through discrimination. For me, as soon as I experienced it; I went and told the main office of the high school that I was attending that I would like to submit a complaint. Going forward, I would talk with my parents and close friends how I felt discriminated against. I found that talking it out fully with peers makes the experience a lot more smoother to go through overall.",I'd believe that I personally stand as having a middle class background.,"I would say that I only code switch to a small extent personally. Depending on who I'm around, I make an effort to talk and act on occasions where I feel fully comfortable. Overall, I pretty much act the same around everyone that I meet. I have noticed recently that the way that I act around others sort of 'disarms' their class expectations of me though. I have even heard personally that people tend to be a lot more comfortable with me just because I give off the vibe that they don't have to be any kind of way when they are around me.","I am Black/African American. I prefer the term African American more because I like how it sounds, but I can sway either way in describing my race.","Ever since I was a kid, I always found that I was just different than most kids my age; no matter their race nor ethnicity. I find now that I have a group of close friends where we are similar in some ways, but are vastly different in others; it makes my worldview in ""answering what is a black man?"" a lot more mature in regards to not having to feel that I need to 'cope' with my race. Additionally, I have been fortunate to grow up without seeing many instances of racism or ethnic bias, so I don't have much to draw from in terms with having to cope with that type of discrimination.",Loosely Christian.,,,,,,Male,"I can say that I have never had to deal with gender discrimination directly. However, I have noticed more of a trend online over the notion of gender roles and what is expected out of men. As someone who has just became a man recently, I have to say that I have grappled with the subject if I was worthy enough to call myself a man. After some thinking and doing my own research, I have found that being my best self and doing right into others is what makes me a man. I have come a long way and worked hard to be one the person that I am today, and I have many people to thank in terms of getting this far. As for coping, I try to evade most of the hateful rhetoric that I've seen targeted towards men online. I find it very disappointing that there are young males viewing this actively and in turn are being so hard on themselves when they are also still actively developing. I think the best mechanism in this scenario is if you just focus on creating your own path. ",,,he/him/his,,,"It can definitely be 'difficult' at times. Especially if you are meeting someone for the first time. But, I actively want to be polite to others as I would want the same experience carried back, so I don't mind overall.","Movies, TV, Art, and communicating with others. I find the best way to fully express yourself is either through creative outlets or active conversations.","I would definitely love the answer to why so many people think they are/should be the center to it all. I have some theories that it could be the vastness of humanity's ego to the philosophical reasonings that humankind wants to be remembered when they are gone. Personally, I just love asking questions around those lines because the answers always either change, surprise me, or both. 
----
This was a really good survey! I hope you collected a lot of great responses! This survey was really great by the way. Thank you so much for this opportunity! I hope you collected a lot of great responses!"
